COUNTYFIPS,NAMELSAD,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
13165,Jenkins County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51775,Salem city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21045,Casey County,Kentucky,9,No Data,27.1,24.8,5.553824747
37143,Perquimans County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28159,Winston County,Mississippi,13.9,32.86800708,27.1,36.3,10.25867376
17041,Douglas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19097,Jackson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28081,Lee County,Mississippi,11.2,55.16704861,29,31.8,6.8920573
72029,Can¨®vanas Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17003,Alexander County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21179,Nelson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72077,Juncos Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20079,Harvey County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27083,Lyon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16027,Canyon County,Idaho,10.2,71.00776507,22.9,33.6,7.432483941
29039,Cedar County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5123,St. Francis County,Arkansas,11.4,58.08620568,30,38.3,19.29633793
42075,Lebanon County,Pennsylvania,9.3,80.02066363,17.3,32.1,4.474384388
21227,Warren County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12043,Glades County,Florida,13.4,9.577770879,30.5,36,23.92137644
13245,Richmond County,Georgia,13.8,65.00954879,26.6,35,21.04328022
37059,Davie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5097,Montgomery County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17105,Livingston County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72123,Salinas Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18067,Howard County,Indiana,9.5,64.62079466,28.9,31.7,10.43910313
42115,Susquehanna County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42059,Greene County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54061,Monongalia County,West Virginia,9.8,72.8648806,19,29.6,6.096940907
29171,Putnam County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12007,Bradford County,Florida,10.2,52.84361851,32.5,34,0.37418172
51720,Norton city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48115,Dawson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8041,El Paso County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48417,Shackelford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55101,Racine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36009,Cattaraugus County,New York,11.6,50.15501077,28.2,37.5,2.41495451
20005,Atchison County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53055,San Juan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27169,Winona County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54069,Ohio County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13195,Madison County,Georgia,8.9,2.489331437,20.7,21.3,1.504400918
17181,Union County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13211,Morgan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28091,Marion County,Mississippi,9.6,41.07722977,24.6,31.6,6.11500441
47099,Lawrence County,Tennessee,9.9,39.82182522,28.3,32.1,1.568534844
41011,Coos County,Oregon,11,64.2529702,20,35.2,3.93147819
46079,Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17063,Grundy County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26057,Gratiot County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48075,Childress County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20039,Decatur County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51005,Alleghany County,Virginia,9.2,100,25.1,30.8,7.894757405
29201,Scott County,Missouri,10.3,60.37355515,31.6,35.2,7.624345248
6073,San Diego County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17161,Rock Island County,Illinois,9.3,74.84648855,20.3,32.2,5.985505583
18019,Clark County,Indiana,9.2,82.32999492,27.1,33.3,4.465283819
21117,Kenton County,Kentucky,10.3,85.4914851,23.6,33.1,7.277679348
21055,Crittenden County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24009,Calvert County,Maryland,9.9,66.23167337,19.3,29.9,5.229637233
27155,Traverse County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28055,Issaquena County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29081,Harrison County,Missouri,10.7,12.47069331,24.9,30.4,14.76257202
35006,Cibola County,New Mexico,12.5,57.46518208,27.5,34.1,21.92099795
39123,Ottawa County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40135,Sequoyah County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42101,Philadelphia County,Pennsylvania,11.6,99.4936455,23.4,30,0.31237458
46101,Moody County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40139,Texas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55109,St. Croix County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1055,Etowah County,Alabama,13.8,44.66245332,29.6,33.9,13.39791957
2170,Matanuska-Susitna Borough,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5029,Conway County,Arkansas,9.4,28.26587693,27,32.9,9.747841119
5013,Calhoun County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21073,Franklin County,Kentucky,9.8,80.38348382,19.2,29.1,8.820187887
42031,Clarion County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55115,Shawano County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1069,Houston County,Alabama,14.2,70.52399382,31.1,35.8,4.242109128
1033,Colbert County,Alabama,12.3,42.86212979,29.7,31.6,8.82930331
12111,St. Lucie County,Florida,9.5,76.19380177,24.5,31.6,15.21819651
13103,Effingham County,Georgia,8.8,42.51674641,20.5,30.4,6.534816499
17031,Cook County,Illinois,9,98.14431124,20.6,27.8,1.766665034
20011,Bourbon County,Kansas,10.8,42.47017729,22.1,35.2,11.18207654
20189,Stevens County,Kansas,9.6,9.62613557,19.9,26.9,10.69179446
22071,Orleans Parish,Louisiana,10.6,92.63267496,20.1,28.4,8.782998573
25011,Franklin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26069,Iosco County,Michigan,9.2,83.67520377,21.5,30.9,5.286724391
34029,Ocean County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30085,Roosevelt County,Montana,13.6,29.19904077,29.2,35.4,8.327901298
37089,Henderson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36065,Oneida County,New York,11.5,76.46054548,22.8,32.8,5.597000772
39095,Lucas County,Ohio,10.4,91.92399534,25.1,36.2,6.846265046
48181,Grayson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1085,Lowndes County,Alabama,11.8,0.628374192,23.3,31.9,20.20400656
6021,Glenn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28051,Holmes County,Mississippi,12.4,35.23283675,32.4,37.7,18.47398846
30033,Garfield County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28151,Washington County,Mississippi,14.2,64.47581986,33,38.2,17.64692664
26005,Allegan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28125,Sharkey County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31159,Seward County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29033,Carroll County,Missouri,9.3,8.951048951,20,23.7,9.127719217
35051,Sierra County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38061,Mountrail County,North Dakota,9.5,70.57213606,26.4,32.1,2.504038054
39071,Highland County,Ohio,11.7,26.0432678,23.8,30.8,2.365546175
45089,Williamsburg County,South Carolina,17.2,37.12924498,32.6,#N/A,#N/A
46085,Lyman County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48335,Mitchell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48467,Van Zandt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48193,Hamilton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55057,Juneau County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55009,Brown County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72105,Naranjito Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2063,Chugach Census Area,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55019,Clark County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40075,Kiowa County,Oklahoma,9.4,21.05653187,17.8,21.6,19.27781053
17009,Brown County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6113,Yolo County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17001,Adams County,Illinois,8.9,73.99520141,20.2,28.3,3.202782656
8087,Morgan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36019,Clinton County,New York,9.5,65.4027859,26.6,34.6,3.226374749
54003,Berkeley County,West Virginia,10.4,37.53899913,24.3,37.7,10.78894157
55045,Green County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13107,Emanuel County,Georgia,10,40.57438711,19.4,24.2,14.70948355
13155,Irwin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55039,Fond du Lac County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20145,Pawnee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28161,Yalobusha County,Mississippi,13.3,25.06704528,22.1,30.3,9.222013487
27165,Watonwan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36015,Chemung County,New York,10.4,73.01587302,27.1,34.1,6.183996383
28033,DeSoto County,Mississippi,12.3,56.510927,26.4,35.9,10.98667835
38027,Eddy County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31065,Furnas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28037,Franklin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42049,Erie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31067,Gage County,Nebraska,9,50.97485545,23.6,36.5,8.367928781
31039,Cuming County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48327,Menard County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24015,Cecil County,Maryland,9.3,71.24559877,25.2,33.4,6.540923767
55131,Washington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16051,Jefferson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48045,Briscoe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38045,LaMoure County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48269,King County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29027,Callaway County,Missouri,10.9,64.05756564,20.3,31.1,7.819253232
20023,Cheyenne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48169,Garza County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55077,Marquette County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13153,Houston County,Georgia,11.5,75.04574696,24.7,30.2,9.995311999
17095,Knox County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26013,Baraga County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72117,Rinc¨®n Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19139,Muscatine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1103,Morgan County,Alabama,9.4,56.3930036,20.7,32.1,8.271168767
51199,York County,Virginia,9.3,77.27300501,15,22.3,2.844307854
51003,Albemarle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72131,San Sebasti¨¢n Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51131,Northampton County,Virginia,9.5,11.29227541,18.9,31.2,0.00038784
21015,Boone County,Kentucky,10.5,84.74047016,20.4,32.9,9.056221324
31161,Sheridan County,Nebraska,9,34.50356555,25.2,27.6,10.34164542
5067,Jackson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6099,Stanislaus County,California,9.4,92.37500802,20.9,31.9,3.369372059
18083,Knox County,Indiana,11,64.82049948,26.6,29.7,1.930977613
37183,Wake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20067,Grant County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28059,Jackson County,Mississippi,11.8,73.58235244,24.4,33.9,11.61699282
28071,Lafayette County,Mississippi,9.8,76.22647885,20.1,27.1,16.79863829
39029,Columbiana County,Ohio,10.8,63.35531013,24.2,34.1,6.127710029
29219,Warren County,Missouri,8.8,53.04032233,18.3,27.5,3.882861633
48407,San Jacinto County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6109,Tuolumne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13071,Colquitt County,Georgia,10.4,59.19161282,28.3,29.2,12.74131385
13141,Hancock County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17029,Coles County,Illinois,9.5,63.97082026,18.7,23.3,10.41000718
17167,Sangamon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18119,Owen County,Indiana,9.3,35.25376593,20.2,25.7,0.265570184
20055,Finney County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29163,Pike County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35005,Chaves County,New Mexico,9.8,55.97227512,24.5,35.3,16.33398622
29135,Moniteau County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30027,Fergus County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27093,Meeker County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35053,Socorro County,New Mexico,8.8,45.32072092,21.3,28.9,27.28339763
37127,Nash County,North Carolina,12,48.84703673,20.8,31.7,5.461042325
46117,Stanley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47105,Loudon County,Tennessee,9.8,45.91811517,19.1,22.8,5.053186395
47175,Van Buren County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48305,Lynn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51115,Mathews County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54057,Mineral County,West Virginia,9.8,45.45937899,22.4,32.4,5.536253417
54053,Mason County,West Virginia,10.5,22.22222222,29.5,36.8,6.465146825
16009,Benewah County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16029,Caribou County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18181,White County,Indiana,10.5,41.91048168,23.8,26,0.398432237
26033,Chippewa County,Michigan,8.8,59.87538941,25.9,35.6,8.139186182
12133,Washington County,Florida,11.2,50.85957584,32,36.5,21.71642145
48403,Sabine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48347,Nacogdoches County,Texas,11.4,59.21672556,26.4,34.9,9.339158802
51683,Manassas city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5005,Baxter County,Arkansas,9.1,46.24816323,24,28.6,5.61925462
6065,Riverside County,California,9.6,90.51310238,19.6,28.7,6.96546966
6097,Sonoma County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13147,Hart County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16033,Clark County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18043,Floyd County,Indiana,9.4,73.0765105,23.3,26.8,5.46463782
21003,Allen County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21101,Henderson County,Kentucky,13.8,69.48108108,26.9,34.5,3.196264046
24011,Caroline County,Maryland,12.6,25.94205528,27.9,39.6,4.020179946
29099,Jefferson County,Missouri,9.8,61.58375737,21.3,31.5,8.3489515
30067,Park County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31147,Richardson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35037,Quay County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38001,Adams County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48077,Clay County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41065,Wasco County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51169,Scott County,Virginia,11.3,41.80437503,26.1,27.8,5.701965112
51175,Southampton County,Virginia,9.1,17.35056543,24.5,31.5,5.098048104
55117,Sheboygan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37099,Jackson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6107,Tulare County,California,10.2,68.59145278,25,36.4,4.91641189
2070,Dillingham Census Area,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37087,Haywood County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4007,Gila County,Arizona,9,82.47476538,23.1,30.8,11.01526524
6007,Butte County,California,8.9,81.63090909,20.8,30.7,6.450867397
12097,Osceola County,Florida,11.1,78.98989523,28.1,32.4,14.8817392
17111,McHenry County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18009,Blackford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21063,Elliott County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28073,Lamar County,Mississippi,10.5,44.99802364,24.9,32.8,10.40826812
18079,Jennings County,Indiana,9.4,30.75197195,28.2,34.8,10.17277469
29051,Cole County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31035,Clay County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36027,Dutchess County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38071,Ramsey County,North Dakota,9.1,63.88961663,22.9,31.7,5.241748761
39103,Medina County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40121,Pittsburg County,Oklahoma,10.4,50.33706394,23.6,30.8,14.17315192
42063,Indiana County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45055,Kershaw County,South Carolina,11.6,45.16913302,23.3,32.3,12.08942988
48171,Gillespie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48439,Tarrant County,Texas,10.9,94.41663341,22,30.6,8.228264874
48397,Rockwall County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51037,Charlotte County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51147,Prince Edward County,Virginia,8.8,78.53474837,24.4,26.3,5.127412293
53053,Pierce County,Washington,10.1,75.11861423,17.9,31.5,7.324622421
6029,Kern County,California,10.5,82.42537496,26.4,31.9,7.829901192
12067,Lafayette County,Florida,10.6,41.13866967,28.4,30.6,4.558428263
13113,Fayette County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16013,Blaine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18143,Scott County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20031,Coffey County,Kansas,10.3,45.37844437,22.8,35.4,16.55245599
21097,Harrison County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22097,St. Landry Parish,Louisiana,11.4,51.81929387,29.2,34.4,10.92480564
27003,Anoka County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29195,Saline County,Missouri,9,54.07359863,23.2,29.7,14.17531554
30021,Dawson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31149,Rock County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31075,Grant County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38063,Nelson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51063,Floyd County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40007,Beaver County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48339,Montgomery County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51137,Orange County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72007,Aguas Buenas Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51015,Augusta County,Virginia,10.4,43.71525424,21.9,31.7,7.504591326
54087,Roane County,West Virginia,10.2,39.30054938,20.8,36,12.64742696
13083,Dade County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16023,Butte County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5023,Cleburne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18159,Tipton County,Indiana,9.8,43.06601406,17.8,30,7.321813247
8093,Park County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26095,Luce County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27125,Red Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13171,Lamar County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13047,Catoosa County,Georgia,10.8,71.58675049,21.9,23.5,9.656885288
2150,Kodiak Island Borough,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5085,Lonoke County,Arkansas,9.7,43.69623735,28.1,33.9,5.296756826
12119,Sumter County,Florida,9.3,82.42025262,17.9,28.9,5.988216853
13121,Fulton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15007,Kauai County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18097,Marion County,Indiana,11.3,81.79729088,27,32.6,12.23434633
29087,Holt County,Missouri,8.9,57.30863192,18.3,26.9,12.05870487
21033,Caldwell County,Kentucky,11.7,60.05853358,23.1,29.3,0.565785733
30045,Judith Basin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22083,Richland Parish,Louisiana,10.3,41.78045838,17.1,23.1,6.794119694
13169,Jones County,Georgia,10.8,55.84429174,22.2,29.5,12.35760367
26137,Otsego County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31113,Logan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38037,Grant County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40063,Hughes County,Oklahoma,10.4,23.38070414,20.3,24.2,7.441516019
42033,Clearfield County,Pennsylvania,9.8,53.24097891,24.4,35.3,5.788975582
46095,Mellette County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48383,Reagan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48459,Upshur County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51019,Bedford County,Virginia,10.9,44.21346364,16,30.2,1.475363538
39173,Wood County,Ohio,11,61.21621191,22.2,32.7,8.041117917
39121,Noble County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48199,Hardin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41031,Jefferson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1003,Baldwin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4015,Mohave County,Arizona,9.4,53.66609054,27.3,29.2,18.6976145
4019,Pima County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8023,Costilla County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12037,Franklin County,Florida,8.8,56.78413716,27,32.8,0.674056964
18153,Sullivan County,Indiana,9.3,19.57625146,17.2,27.8,5.434153109
19119,Lyon County,Iowa,9.1,37.06070288,19.1,27.8,2.47776876
13055,Chattooga County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21145,McCracken County,Kentucky,11.2,65.39007092,28.5,29.5,15.17302085
29197,Schuyler County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31015,Boyd County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32003,Clark County,Nevada,10,95.5622213,23.7,28.5,5.186813974
33009,Grafton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36055,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39145,Scioto County,Ohio,12.4,68.22853118,29,36.8,3.222729944
40035,Craig County,Oklahoma,8.8,39.13766718,19.7,25,13.76635288
45003,Aiken County,South Carolina,10.7,67.10472895,26.8,36,9.227856762
50003,Bennington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46053,Gregory County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20187,Stanton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21155,Marion County,Kentucky,8.8,47.790111,28.1,30.1,7.192830832
48463,Uvalde County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51135,Nottoway County,Virginia,11.1,55.83801173,24.3,23.7,21.76883293
72135,Toa Alta Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4005,Coconino County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6111,Ventura County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9009,New Haven County,Connecticut,8.8,91.69531477,21.1,29,4.875235511
16031,Cassia County,Idaho,9.5,57.06256535,21.6,29.6,8.959980846
18147,Spencer County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21223,Trimble County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18173,Warrick County,Indiana,10.5,73.78578968,23.2,31.5,6.895099526
25003,Berkshire County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28041,Greene County,Mississippi,9.6,13.72916667,24.8,28.9,1.690052332
29005,Atchison County,Missouri,9.1,35.88390501,14.1,26.9,1.539452596
35031,McKinley County,New Mexico,15.9,39.46875175,25.1,36.3,34.09993197
36057,Montgomery County,New York,10.4,52.12568948,26.3,33.9,18.37029065
37037,Chatham County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42095,Northampton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47137,Pickett County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12045,Gulf County,Florida,10,48.33890185,27,28,1.889889035
53071,Walla Walla County,Washington,9,80.65191133,14.6,28.3,5.370528507
1027,Clay County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2090,Fairbanks North Star Borough,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5037,Cross County,Arkansas,10.9,36.16116396,25.3,28.9,14.5514877
16073,Owyhee County,Idaho,10.6,18.54069061,18.2,26.2,10.38170757
26043,Dickinson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30041,Hill County,Montana,9,68.99850895,26.6,38,21.40679944
32005,Douglas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35007,Colfax County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35023,Hidalgo County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37007,Anson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36053,Madison County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40001,Adair County,Oklahoma,10.6,15.70779879,18,25.5,5.1649244
1013,Butler County,Alabama,10.9,41.63842078,28.8,30.7,6.918286944
1117,Shelby County,Alabama,8.8,79.1941974,22.2,34.2,5.819793074
13017,Ben Hill County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13217,Newton County,Georgia,14,56.76884291,25.3,34.6,14.36556653
13167,Johnson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19195,Worth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20157,Republic County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21147,McCreary County,Kentucky,10.8,100,25.6,31.3,1.871148116
22085,Sabine Parish,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
